CATEGORY NAME,BRAND,PLCDE,PLDESC,PLTEXT,SIZE,PRICE, VAT,    RRP,B,F,G,O,S,V
TEAS,CLIPPER,TE416,Assam with Vanilla - organic,,6 X 50BAGS,13.79,,3.06,,F,G,O,,V
CHEESE SUBSTITUTES (CHILLED),TOFUTTI,CV560,Sour Supreme,Free From Hydrogenated Fats,12 X 225G,25.65,,2.85,,,G,,,V
BISCUITS CRACKERS & CRISPBREAD,TREGROES WAFFLES,BT224,Dark Chocolate Waffle - Snack,1 Waffle per snack pack,28 X 1,10.43,1,0.59,,,,,S,
BAGS; BOXES AND BASKETS,D2W,NF407,Degradable Swing Bin Liners,100% Degrades to CO2 & Water,50 X 15 BAGS,53.18,1,1.69,,,,,,
CRISPS & SNACKS,TYRRELLS,ZX072,Rather English Chilli Tortilas,,12 X 175G,17.44,,1.27,,,,,S,
WINES,SPARKLING WINE,RS171,Blanquette de Limoux Tradition,Domaine Delmas,1 X 75CL,9.99,1,15.99,,,G,O,,V
CHOCOLATE,GREEN & BLACKS,KB370,White Chocolate,,15 X 100G,21.44,1,2.29,,F,G,O,S,
CHOCOLATE,WILLIE'S CACAO,KB377,Sambirano 71; Madagascar,summer fruit notes,12 X 80G,22.43,1,2.99,,,G,,S,V
READY TO EAT FOODS (CHILLED),BIONA,CV180,Org Mini Vegan Spring Rolls,,6 X 200G,15.71,,3.49,,,,O,S,V
CRISPS & SNACKS,SANCHI,ZX210,Tamari Crackers,,24 X 65G,35.89,,1.99,,,,,,V
HERB & FRUIT INFUSIONS,YOGI TEA,TE135,Choco Chilli Organic Tea,,6 X 17 BAGS,10.3,,2.29,,,G,O,,V
NUTS & SEEDS,ZAYTOUN,NU108,Palestinian Almonds,,6 X 75G,10.7,,2.35,,F,G,,,V
TABLE SAUCES,BIONA,KJ178,Salsa Dip Sauce Hot / Picante,,6 X 260G,9.86,,2.19,,,,O,,V
BODYCARE,NATRACARE,NF048,Organic Cotton Panty Liners,Organic,16 X 22,22.29,5,2.09,,,,O,,V
SWEET SNACKS,BURNT SUGAR,ZX595,Chocolate Crumbly Fudge,`Rich Smooth',6 X 150G,12.75,1,3.39,,,,,S,
SWEET SNACKS,CHIMES GINGER CHEWS,ZX325,Mango Chewy Ginger Candy,,12 X 42.5G,12.72,1,1.69,,,G,,S,V
BEANS & PULSES - DRIED,SUMA BAGGED DOWN - ORGANIC,PU190,Chick Peas - organic,,3 KG,6.09,,,,,G,O,,V
SNACK BARS & FLAPJACKS,CLIF,KB087,Oatmeal;Raisin & Walnut Bar,,12 X 68G,11.52,1,1.6,,,,,S,V
FAR EASTERN FOOD,KTC,MA066,Creamed Coconut,Block,12 X 200G,9.45,,1.05,,,G,,,V
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU387,Almonds; ground - organic,,6 X 125G,11.53,,2.55,,,G,O,,V
VEGETABLES,COOKS & CO,KJ029,Sundried Tomatoes,,6 X 295G,11.6,,2.49,,,G,,,V
CAKES,MRS CRIMBLES,BT328,Dutch Fruit Loaf,Wheat Free,12 X 475G,28.41,,3.15,,,,,,V
FAR EASTERN FOOD,CLEARSPRING,JP001,Tamari Soya Sauce,,2.5 L,28.54,,38.05,,,G,O,,V
JAMS & FRUIT SPREADS,ST DALFOUR,JS220,Pineapple & Mango,,6 X 284G,9.07,,2.05,,,G,,,V
CHOCOLATE,DIVINE,KB612,Milk Chocolate Hearts,,12 X 100G,34.14,1,5,,F,G,,S,
FLOURS & BREAD MIXES,DOVES FARM,FG116,Stoneground Gram Flour,Chickpea Flour; Brown Logo,5 X 1KG,8.76,,2.35,,,G,,,V
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE030,Hibiscus Bliss,,6 X 15 BAGS,8.96,,1.99,,,G,O,,V
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ022,Laundry Liquid - Concentrated,,5L,20.62,1,32.99,,,,,,
SNACK BARS & FLAPJACKS,APPLEJACKS,KB286,Mixed Flapjacks X 5 flavours,Bakewell/Choc/Yog varieties,30 X 100G,11.99,,0.65,,,,,S,
HOUSEHOLD PRODUCTS,ECOFORCE,NF618,Recycled Heavy Duty Sponge 2pk,,10 X 2,5.82,1,0.95,,,,,,
BABY & CHILD FOOD,ELLA'S KITCHEN,BB229,Big Smiles Cheesy Pie,from 7 months,6 X 130G,8.05,,1.79,,,G,O,,
BODYCARE,FAITH,DY421,Neem & Propolis Shampoo,normal top greasy hair,6 X 400ML,18.73,1,5.35,,,,,,
SWEET SNACKS,HENRY GOODES,ZX567,Soft Eating Liquorice Log,,30 X 40G,15.3,1,0.85,,,,,,
SWEET SNACKS,GOODY GOOD STUFF,ZX489,Summer Peaches,,12 X 100G,10.8,1,1.45,,,G,,S,V
SUPPLEMENTS & REMEDIES,GREEN BAY HARVEST,MD107,Manuka Lozenges Red Superfruit,100% natural throat/vocal care,12 X 22G,39.27,1,5.25,,,G,,,
HERBS & SPICES - PREPACKED,SUMA ORGANIC,HE382,Mustard Seed - black; organic,,6 X 50G,4.72,,1.05,,,G,O,,V
BEERS,GLEBE FARM,RT002,Gluten Free Beer-Night Mission,4.2% ABV,12 X 330ML,16.68,1,2.25,,,G,,,
BODYCARE,GREEN PEOPLE - ORGANIC YOUNG,DY973,OY! Cover & Clear Spot It!,,6 X 30ML,26.52,1,7.95,,,G,O,,V
HONEY,ROWSE,HY263,Organic Honey - Clear,,6 X 340G,13.39,,2.99,,,G,O,,
BABY & CHILD FOOD,ORGANIX,BB076,Apple & Orange Soft Oaty Bar,from 12 months,6 X 6X30G,14.55,,3.25,,,,O,,V
HERBS & SPICES - BULK,BULK HERBS,HE100,Mixed Herbs,,1 KG,6.95,,,,,G,,,V
HONEY,HILLTOP HONEY,HY016,British Honey Chilli Infused,,15 X 227G,52.8,,4.7,,,G,,,
BABY & CHILD FOOD,HOLLE,BB276,Semolina Porridge,from 6 months,6 X 250G,12.03,,2.75,,,,O,,V
BISCUITS CRACKERS & CRISPBREAD,ISLAND BAKERY ORGANICS,BT159,Chocolate Ginger Biscuits 2-pk,,30 X 35G,15.43,1,0.97,,,,O,S,
BABYCARE PRODUCTS,JACK N' JILL,DY321,Toothpaste - Strawberry,with organic calendula,6 X 50G,16.6,1,4.99,,,G,,,V
SUPERFOODS & SPORTS NUTRITION,LIFESTREAM,MD920,Barley Grass Powder - OG,organic,3 X 100G,24.94,1,13.95,,,,O,,V
FLOURS & BREAD MIXES,MARRIAGES,FG259,Organic Light Brown Plain,replaces 81% plain,5 X 1.5KG,8.12,,2.15,,,,O,,V
SUPPLEMENTS & REMEDIES,MOHDOH,MD215,Headeez,mould away tension & headaches,EACH,2.97,1,4.99,,,,,,
FRUIT & VEGETABLE JUICES,BERRY COMPANY,JU374,Cranberry Juice Drink,,12 X 330ML,9.67,1,1.29,,,G,,S,V
SUPPLEMENTS & REMEDIES,NATURES OWN,VM187,Magnesium,40mg Elemental,50 TABS,7.09,1,12.7,,,G,,,
MUESLIS & BREAKFAST CEREALS,SUMA MUESLI - BAG IN BOX,MX096,Organic Vine Fruit Muesli,,6 X 750G,11.27,,2.49,,,,O,,V
TOFU (CHILLED),NATUREMADE OASIS,CV313,Tofuburgers OG - Mixed Pack B,,5 X 180G,6.59,,1.75,,,,O,,
BODYCARE,NATURAL HERO,VM032,Hot Ginger Muscle Rub,,6 X 100ML,35.22,1,9.99,,,,,,
SUPPLEMENTS & REMEDIES,NATURES OWN,VM401,Flaxseed Oil: Omega 3,0.5ml / 500mg,1 X 60 CAPS,7.45,1,13.35,,,G,,,V
OLIVES,SUNITA,VF539,Black Olives - Pitted; natural,,4 KG,37.45,,,,,,,,
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU103,Hazelnuts - organic,,6 X 125G,9.88,,2.19,,,G,O,,V
OILS & FATS,COCOBRAN,GT057,Cocobran Cooking Oil,,12 X 500ML,44.91,,4.99,,,G,,,V
SOFT DRINKS,BELVOIR,JU079,Summer Punch,,12 X 750ML,22.05,1,2.95,,,G,,S,V
COFFEE,PERCOL,TE912,Americano Fairtrade - og,,8 X 227G,21.07,,3.49,,F,G,O,,V
NUTS & SEEDS,SUMA COMMODITIES,NU047,Peanuts - roasted,,12.5 KG,34.8,,,,,G,,,V
SOYA YOGS & DESSERTS (CHILLED),PROVAMEL,CV081,Organic Peach & Mango Yofu,Minimum 15 days shelf life,6 X 4X125G,7.88,,1.75,,,G,O,S,V
GRAINS,SUMA PREPACKS - ORGANIC,QS066,Rice -long grain brown organic,,6 X 500G,7.66,,1.69,,,G,O,,V
SUGARS & SYRUPS,BILLINGTONS,LJ999,Granulated Sugar - organic,Mauritius,10 X 500 G,16.4,,2.19,,,G,O,,V
MEATLESS SUBSTITUTES (CHILLED),VBITES,CV737,Vegan Tuna Style Pate,Can be eaten hot or cold,6 X 150G,7.44,,1.65,,,,,,V
DAIRY DESSERTS (FROZEN),ROSKILLYS,XL325,OG Chocolate Ice Cream,,6 X 500ML,16.49,1,4.23,,,G,O,S,
CRISPS & SNACKS,SANCHI,ZX208,White Sesame Crackers,,24 X 75G,35.89,,1.99,,,,,,V
FLOURS & BREAD MIXES,SHIPTON MILL,FG080,Chestnut Flour,Great for adding to pastries,10 X 500G,27.87,,3.75,,,,O,,V
SOFT DRINKS,SMUG DRINKS,JU092,Orange & Passionfruit,with Milk Thistle & B Vits,12 X 400ML,14.17,1,1.89,,,,,,
SALADS & SPROUTS (CHILLED),SKY SPROUTS,CV509,OG Sango & China Rose Sprouts,,100G,0.97,,1.29,,,G,O,,V
FRUIT - DRIED,SUMA BAGGED DOWN,DR152,Sultanas - No 9's,Turkey,5 KG,18.09,,,,,G,,,V
BODYCARE,SUMA SHAMPOO,DY226,Clear & Simple Shampoo,all hair types,6 X 500ML,17.2,1,4.69,,,,,,V
HERB & FRUIT INFUSIONS,CLIPPER,TE788,Chamomile - og,,6 X 20 BAGS,6.44,,1.43,,,G,O,,V
MIDDLE EASTERN & AFRICAN FOOD,AL'FEZ,VF046,Vine Leaves Stuffed With Rice,,12 X 280G,17.91,,1.99,,,G,,,V
CHEESE SUBSTITUTES (CHILLED),TOFUTTI,CV396,Creamy Smooth Garlic & Herb,,12 X 227G,25.65,,2.85,,,G,,S,V
BISCUITS CRACKERS & CRISPBREAD,TREGROES WAFFLES,BT228,Milk Chocolate Waffles Box,,12 X 270G,22.36,1,2.99,,,,,S,
SNACK BARS & FLAPJACKS,PACK TUNCH,KB664,Apple & Cinnamon,,12 X 45G,8.93,,0.99,,,G,,,V
CRISPS & SNACKS,TYRRELLS,ZX658,Mixed Roots,,24 X 40G,22.77,,1.29,,,G,,,V
WINES,WHITE WINE,RS191,La Nature Le Blanc,,1 X 75CL,5.81,1,9.29,,,G,O,,V
MUESLIS & BREAKFAST CEREALS,WHOLE EARTH,MX174,Maple Frosted Flakes - og,,10 X 375G,24.68,,3.29,,,G,O,S,V
CHOCOLATE,WILLIE'S CACAO,KB376,Chulucanas 70; Peru,raisin & plum notes,12 X 80G,22.43,1,2.99,,,G,,S,V
FRUIT & VEGETABLE JUICES,BIONA,JU245,Multi 7 juice - og,,6 X 1L,11.21,1,2.99,,,G,O,,V
HERB & FRUIT INFUSIONS,YOGI TEA,TE597,Choco - Og,,6 X 17 BAGS,10.3,,2.29,,,G,O,,V
PROMOTIONAL MATERIALS,SUMA,BK449,Pesto A4 Poster,,EACH,0,,,,,,,,
OILS & FATS,ZAYTOUN,GT023,Olive Oil - Fairtrade,,4 X 5L,245,,81.49,,F,G,,,
BODYCARE,NATRACARE,NF104,Org Cotton Wrapped Panty Liner,Organic,10 X 18,11,5,1.65,,,,O,,V
PROMOTIONAL MATERIALS,SUMA,BK450,Made In Italy Shelf Talker,,EACH,0,,,,,,,,
SWEET SNACKS,BURNT SUGAR,ZX593,Stem Ginger Crumbly Fudge,`Fiery',6 X 150G,12.75,1,3.39,,,,,S,
SWEET SNACKS,CHIMES GINGER CHEWS,ZX328,Orange Chewy Ginger Candy,,12 X 42.5G,12.72,1,1.69,,,G,,S,V
BEANS & PULSES - DRIED,SUMA PREPACKS - ORGANIC,PU369,Chick Peas - organic,,6 X 500G,7.46,,1.65,,,G,O,,V
SNACK BARS & FLAPJACKS,CLIF,KB083,Peanut Butter Bar,,12 X 68G,11.52,1,1.6,,,,,S,V
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU043,Almonds; ground - organic,,6 X 250G,21.14,,4.69,,,G,O,,V
NUTS & SEEDS,SUMA PREPACKS,NU029,Coconut - chips,,6 X 150G,5.68,,1.25,,,G,,,V
VEGETABLES,COOKS & CO,KJ096,Dried Shii-Take Mushrooms,,6 X 30G,10.3,,2.29,,,G,,,
BISCUITS CRACKERS & CRISPBREAD,MRS CRIMBLES,BT264,Rosemary & Onion Crackers,,12 X 130G,19.63,,2.19,,,G,,,
BODYCARE,FAITH,DY735,Purifying Cleansing lotion,,6 X 150ML,16.41,1,4.68,,,,,,V
MILK - NON DAIRY,RICE DREAM,JU720,Rice Dream - Original,Single Serve,30 X 200ML,13.28,,0.59,,,,O,,V
JAMS & FRUIT SPREADS,ST DALFOUR,JS066,Mirabelle Plum Spread,,6 X 284G,9.07,,2.05,,,G,,,V
CHOCOLATE,DIVINE,KB588,Dark & Milk Choc covered Nuts,Almond; cashew & Brazil nuts,8 X 100G,25.95,1,5.19,,F,G,,S,
FLOURS & BREAD MIXES,DOVES FARM,FG522,Gluten Free Brown Bread Flour,Wheat Free; Orange Logo,5 X 1KG,9.19,,2.45,,,G,,,V
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE711,Licorice - organic,,6 X 15 BAGS,8.96,,1.99,,,G,O,,V
FRUIT - DRIED,SUMA PREPACKS,DR093,Apricots - select SO2,,6 X 125G,4.85,,1.05,,,G,,,V
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ033,Washing up Liquid,Camomile and Marigold,5L,6.78,1,10.85,,,,,,
BABY & CHILD FOOD,ELLA'S KITCHEN,BB230,First Taste Apples Apples,,7 X 70G,5.7,,1.09,,,G,O,,V
BISCUITS CRACKERS & CRISPBREAD,FOSTERS,BT283,Black Treacle & Oats Biscuits,,12 X 200G,17.55,,1.95,,,,,S,
SWEET SNACKS,GOODY GOOD STUFF,ZX487,Strawberries & Cream,,12 X 100G,10.8,1,1.45,,,G,,S,
SUPPLEMENTS & REMEDIES,GREEN BAY HARVEST,MD098,Blackcurrant & Cherry Syrup,Well-being Syrup,1 X 190ML,8.32,1,13.35,,,G,,,
HERBS & SPICES - PREPACKED,SUMA ORGANIC,HE371,Chilli powder - organic,,6 X 25G,4.72,,1.05,,,G,O,,V
BABY & CHILD FOOD,ORGANIX,BB218,Date & Banana Fruit Bars,from 12 months,7 X 5X15G,13.59,1,3.15,,,G,O,,V
FLOURS & BREAD MIXES,GLEBE FARM,FG065,Gluten Free Carrot Cake Mix,,8 X 300G,17.22,,2.85,,,G,,S,V
BODYCARE,GREEN PEOPLE - ORGANIC YOUNG,DY976,OY! Soft Glow Gradual Tan,,6 X 50ML,39.84,1,11.95,,,G,O,,V
HONEY,ROWSE,HY264,Organic Honey - Set,,6 X 340G,13.39,,2.99,,,G,O,,
HERBS & SPICES - BULK,BULK HERBS,HE093,Oregano,,1 KG,7.09,,,,,G,,,V
HONEY,HILLTOP HONEY,HY015,British Honey Cinnamon Infused,,8 X 227G,28.16,,4.69,,,G,,,
CAKES;BISCUITS;BREADS (FROZEN),HONEYBUNS,XL370,Congo Bar - Pecan & Caramel,28 days life once defrosted,30 X 85G,38.95,,1.75,,,G,,S,
BISCUITS CRACKERS & CRISPBREAD,ISLAND BAKERY ORGANICS,BT006,Chocolate Limes,,12 X 150G,24.95,1,3.33,,,,O,S,
BABYCARE PRODUCTS,JACK N' JILL,DY308,Toothpaste - Raspberry,with xylitol & silica,6 X 50G,16.6,1,4.99,,,G,,,V
FRUIT & VEGETABLE JUICES,BERRY COMPANY,JU063,Goji Berry Juice Drink,,12 X 1L,17.27,1,2.29,,,G,,,V
SUPERFOODS & SPORTS NUTRITION,LIFESTREAM,MD121,Spirulina Powder,bioactive,6 X 100G,44.65,1,12.5,,,G,,,V
GRAVY; STOCK & BOUILLON,MARIGOLD,LJ074,Organic Bouillon Reduced Salt,Vegan,6 X 140G,10.58,,2.35,,,,O,,V
PASTA SAUCES & PESTOS,MERIDIAN,VF050,Mushroom Pasta Sauce - organic,,6 X 440G,11.2,,2.49,,,G,O,,V
FLAKES; BRANS & WHEATGERM,MOMA FOODS,FX030,Cranberry/Raisin Porridge Pots,Just add water,12 X 76G,14.31,,1.59,,,,,S,
SUPPLEMENTS & REMEDIES,NATURES OWN,VM189,Zinc/Copper,15mg / 1mg Elemental,50 TABS,6.42,1,11.5,,,G,,,
MUESLIS & BREAKFAST CEREALS,SUMA BULK MUESLI,MX043,Super Muesli,,25 KG,59.25,,,,,,,,V
VEGETABLES (FROZEN),NATURAL COOL,XL178,Peas,,8 X 450G,15.45,,2.59,B,,G,O,,V
NON-DAIRY DESSERTS (FROZEN),ICE DELIGHT,XL237,Raspberry Iced Dessert,,12 X 100ML,11.49,1,1.55,,,G,,S,V
BODYCARE,NATURAL HERO,VM122,Hot Ginger Muscle Soak,relax & recharge tired muscles,6 X 6 X 18ML,35.22,1,9.99,,,,,,V
SUPPLEMENTS & REMEDIES,NATURES OWN,VM194,Kelp Plus: High Iodine,150mg Natural Multimineral,100 TABS,3.32,1,5.95,,,G,,,V
FLOURS & BREAD MIXES,SUMA COMMODITIES,FG094,Polenta,,25 KG,19.6,,,,,G,,,V
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU104,Walnuts - organic,,6 X 125G,12.42,,2.75,,,G,O,,V
GRAINS,FERRERO,QS001,Couscous,,12 X 500G,15.2,,1.69,,,,,,V
COFFEE,PERCOL,TE918,Colombia Decaff - fairtrade,,8 X 227G,21.07,,3.49,,F,G,,,V
NUTS & SEEDS,SUMA COMMODITIES,NU044,Peanuts - redskin,,25 KG,57.6,,,,,G,,,V
SOYA YOGS & DESSERTS (CHILLED),PROVAMEL,CV191,Natural Pouring Yoghurt,,4 X 750ML,5.97,,1.99,,,G,O,,V
SUGARS & SYRUPS,BILLINGTONS,LJ190,Organic Natural Caster,,10 X 500G,18.9,,2.75,,F,G,O,,V
GRAINS,SUMA PREPACKS - ORGANIC,QS067,Rice-short grain brown organic,,6 X 500G,7.66,,1.69,,,G,O,,V
TABLE SAUCES,WHOLE EARTH,KJ451,Tomato Ketchup - organic,,12 X 340 G,17.91,,1.99,,,,O,,V
CRISPS & SNACKS,SUMA COMMODITIES,ZX288,Garlic Gathia,Strong Garlic Sticks,5 KG,12.09,,,,,G,,,V
DAIRY DESSERTS (FROZEN),ROSKILLYS,XL220,OG Vanilla Ice Cream,With Clotted Cream,6 X 500ML,16.49,1,3.79,,,G,O,,
FLOURS & BREAD MIXES,SHIPTON MILL,FG033,Spelt Flour Wholemeal Organic,,25 KG,40,,,,,,O,,V
PATES; DIPS & TAPAS (CHILLED),SOURCE FOODS,CV473,Fresh Organic Field Bean Miso,,4 X 240G,11.42,,3.8,,,,O,,V
SALADS & SPROUTS (CHILLED),SKY SPROUTS,CV508,Organic Sunflower Seed Sprouts,,200G,0.97,,1.29,,,G,O,,V
ESSENTIAL OILS,AQUA OLEUM,AR057,Christmas Blend Merchandiser,,12 X 10ML,38.52,1,5.75,,,,,,V
FRUIT - DRIED,SUMA COMMODITIES - ORGANIC,DR046,Sultanas - organic,,12.5 KG,39.5,,,,,G,O,,V
BODYCARE,SUMA SHAMPOO,DY595,Clear & Simple Shampoo,bulk/refill size,5L,13.65,1,21.95,,,,,,V
TEAS,CLIPPER,TE980,Pure Green Tea,,6 X 25 BAGS,7.61,,1.69,,F,G,,,V
CHEESE SUBSTITUTES (CHILLED),TOFUTTI,CV295,Creamy Smooth Original,,12 X 227G,25.65,,2.85,,,G,,S,V
BISCUITS CRACKERS & CRISPBREAD,TREGROES WAFFLES,BT220,Milk Chocolate Waffles - Snack,1 Waffle per snack pack,28 X 1,10.43,1,0.59,,,,,S,
SNACK BARS & FLAPJACKS,PACK TUNCH,KB663,Lemon & Lime,,12 X 45G,8.93,,0.99,,,G,,,V
CRISPS & SNACKS,TYRRELLS,ZX039,Worcester Sauce & Sundried Tom,,24 X 40G,11.83,1,0.79,,,,,S,
WINES,RED WINE,RS238,Gamay sans Tra La la,Biodynamic,1 X 75CL,9.18,1,14.69,B,,G,O,,V
VEGETABLES (FROZEN),BIO INSIDE,XL153,Organic Sweetcorn,In Bags,12 X 300G,16.93,,1.89,B,,G,O,,V
COFFEE SUBSTITUTES,WHOLE EARTH,TE389,Nocaf - organic,,9 X 100G,20.18,,2.99,,,,O,,V
CHOCOLATE,WILLIE'S CACAO,KB380,Rio Caribe 72; Venezuela,coffee & nut notes,12 X 80G,22.43,1,2.99,,,G,,S,V
CHEESE; COWS MILK (CHILLED),RAPUNZEL,CV086,Cream Cheese 'Bio Cremeux',Philadelphia Style,6 X 175G,13.46,,2.99,,,G,O,,
HERB & FRUIT INFUSIONS,YOGI TEA,TE192,Original Classic,,6 X 17 BAGS,10.3,,2.29,,,G,O,,V
GRAINS,ZAYTOUN,QS014,Palestinian Couscous,hand rolled; large grain,6 X 250G,13.1,,2.9,,F,,,,V
BODYCARE,NATRACARE,NF085,Tampons Regular - Organic,,12 X 20,22.2,5,2.59,,,,O,,V
MUESLIS & BREAKFAST CEREALS,BIG OZ,MX024,Organic Brown Rice Flakes,,5 X 500G,10,,2.67,,,G,O,,V
SWEET SNACKS,BURNT SUGAR,ZX594,Crumbly Fudge with Sea Salt,`Tantalisingly Tasty',6 X 150G,12.75,1,3.39,,,,,S,
WINES,WHITE WINE,RS014,La Umbra Chardonnay,,1 X 75CL,4.62,1,7.39,,,G,,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU054,Chia Seeds,,1 KG,16.19,,,,,G,,,V
HERB & FRUIT INFUSIONS,CLIPPER,TE458,Wild Berry - og,Envelope; String & Tagged,250 BAGS,20.87,,,,,G,O,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU274,Coconut - chips,,1 KG,4.45,,,,,G,,,V
NUTS & SEEDS,SUMA BAGGED DOWN,NU004,Almonds,,5 KG,51.49,,,,,G,,,V
VEGETABLES,COOKS & CO,KJ028,Sweet Red Peppers,,12 X 390G,12.4,,1.39,,,G,,,V
CAKES,MRS CRIMBLES,BT245,Stem Ginger Cake,Wheat Free,12 X 475G,28.41,,3.15,,,,,S,V
MILK - NON DAIRY,RICE DREAM,JU361,Rice Dream - Original,organic,12 X 1L,16.11,,1.79,,,,O,,V
HERBS & SPICES - BULK,BULK HERBS,HE096,Sage,,1 KG,7.99,,,,,G,,,V
JAMS & FRUIT SPREADS,ST DALFOUR,JS049,Raspberry Spread,,6 X 284G,9.07,,2.05,,,G,,,V
CHOCOLATE,DIVINE,KB458,Dark Choc with Chilli & Orange,,15 X 100G,19.2,1,2.05,,F,G,,S,V
FRUIT - DRIED,SUMA PREPACKS,DR094,Apricots - select SO2,,6 X 250G,7.92,,1.75,,,G,,,V
FLOURS & BREAD MIXES,DOVES FARM,FG499,Gluten Free Plain White,,16 KG,21.55,,,,,G,,,V
HERB & FRUIT INFUSIONS,HIGHER LIVING,TE823,Lemon & Ginger - organic,,6 X 15 BAGS,8.96,,1.99,,,G,O,,V
HOUSEHOLD CLEANING PRODUCTS,ECOVER,HJ044,Washing up Liquid,Grapefruit and Green Tea,5L,6.78,1,10.85,,,,,,
BABY & CHILD FOOD,ELLA'S KITCHEN,BB231,First Taste Pears Pears Pears,,7 X 70G,5.7,,1.09,,,G,O,,V
BODYCARE,FAITH,DY821,Pineapple & Lime Conditioner,,6 X 400ML,14.05,1,3.99,,,,,,V
READY MEALS (FROZEN),FOREST FOODS,XL108,Burrito Grande,,10 X 300G,22.43,,2.99,,,,,S,
BISCUITS CRACKERS & CRISPBREAD,FOSTERS,BT274,Chocolate Chip Biscuits,,12 X 200G,17.55,,1.95,,,,,S,
SWEET SNACKS,GOODY GOOD STUFF,ZX486,Sour Mix & Match,,12 X 100G,10.8,1,1.45,,,G,,S,V
BABY & CHILD FOOD,ORGANIX,BB219,Date & Apple Fruit Bars,from 12 months,7 X 5X15G,13.59,1,3.15,,,G,O,,V
SUPPLEMENTS & REMEDIES,GREEN BAY HARVEST,MD099,Echinacea & Propolis Syrup,Manuka Honey Well Being Syrup,1 X 190ML,8.32,1,13.35,,,G,,,
HERBS & SPICES - PREPACKED,SUMA ORGANIC,HE370,Cinnamon - organic,,6 X 30G,4.72,,1.05,,,G,O,,V
FLOURS & BREAD MIXES,GLEBE FARM,FG074,Gluten Free Chocolate Cake Mix,,8 X 300G,17.22,,2.89,,,G,,S,V
BODYCARE,GREEN PEOPLE - ORGANIC YOUNG,DY977,OY! Face the Sun SPF15,with natural tan accelerator,6 X 50ML,39.84,1,11.95,,,G,O,,V
HONEY,ROWSE,HY265,Easy Squeezable Pure Honey,,6 X 340G,13.03,,2.9,,,G,,,
HONEY,HILLTOP HONEY,HY017,British Honey Ginger Infused,,8 X 227G,28.16,,4.69,,,G,,,
FRUIT & VEGETABLE JUICES,BERRY COMPANY,JU372,Goji Berry Juice Drink,,12 X 330ML,9.67,,1.29,,,G,,S,V
CAKES;BISCUITS;BREADS (FROZEN),HONEYBUNS,XL369,Heathcliffe Brownie Choc Orane,16 days life once defrosted,30 X 85G,34.88,,1.55,,,G,,S,
BISCUITS CRACKERS & CRISPBREAD,ISLAND BAKERY ORGANICS,BT164,Lemon Melts,,12 X 150G,24.95,1,3.33,,,,O,S,
BABYCARE PRODUCTS,JACK N' JILL,DY294,Toothpaste - Banana,no fluoride;SLS;colour;mint,6 X 50G,16.6,1,4.99,,,G,,,V
SUPERFOODS & SPORTS NUTRITION,LIFESTREAM,MD245,Spirulina Tablets,,6 X 100 TABS,35.52,1,9.49,,,,,,V
FLOURS & BREAD MIXES,MARRIAGES,FG023,Wholemeal Bread Flour-organic,,16 KG,19.35,,,,,,O,,V
PASTA SAUCES & PESTOS,MERIDIAN,VF099,Olive Pasta Sauce - organic,,6 X 440G,11.2,,2.49,,,G,O,,V
FLAKES; BRANS & WHEATGERM,MOMA FOODS,FX033,Golden Syrup Porridge Pots,Just add water,12 X 75G,14.31,,1.59,,,,,S,
MARGARINES & SPREADS (CHILLED),SUMA,MA003,Suma Olive Spread,,8 X 500G,11.64,,1.95,,,G,,,V
NON-DAIRY DESSERTS (FROZEN),ICE DELIGHT,XL239,Strawberry Iced Dessert,,12 X 100ML,11.49,1,1.55,,,G,,S,V
MUESLIS & BREAKFAST CEREALS,SUMA BULK MUESLI,MX045,Super Muesli,,3 KG,7.95,,,,,,,,V
MUESLIS & BREAKFAST CEREALS,NATURES PATH,MX281,Spelt Flakes,,4 X 354G,9.88,,3.29,,,,,S,
BODYCARE,NATURAL HERO,VM030,Cool Peppermint Muscle Spritz,,6 X 100ML,42.6,1,11.99,,,,,,
SUPPLEMENTS & REMEDIES,NATURES OWN,VM403,Organic Flaxseed Oil,High in Omega 3,1 X 200ML,5.13,,8.55,,,G,O,,V
SNACK BARS & FLAPJACKS,SUNITA,KB346,Sesame & Honey Bar,,24 X 30G,7.2,1,0.49,,,,,,
NUTS & SEEDS,SUMA PREPACKS - ORGANIC,NU105,Sunflower seeds - organic,,6 X 125G,4,,0.89,,,G,O,,V
CHEESE; COWS MILK (CHILLED),PITTAS,CV030,Cypriot Halloumi Cheese,,10 X 250G,24.66,,3.45,,,,,,
COFFEE,PERCOL,TE570,Black & Beyond Espresso,,6 X 100G,14.39,,3.19,,,G,,,V
SUGARS & SYRUPS,TRUVIA,LJ013,Sweetener from the Stevia Leaf,Calorie free - sachets,6 X 60X1.5G,10.5,,2.35,,,G,,,V
